Accession,Length,Protein,Geo_Location,Collection_Date
QMT95212,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-27
QMT95224,1273,surface glycoprotein,"USA: Washington,Spokane County",2020-06-02
QMT95236,1273,surface glycoprotein,"USA: Washington,Thurston County",2020-05-27
QMT95248,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-02
QMT95260,1273,surface glycoprotein,"USA: Washington,Thurston County",2020-05-27
QMT95272,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-27
QMT95284,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-26
QMT95296,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-27
QMT95308,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-02
QMT95320,1273,surface glycoprotein,"USA: Washington,Spokane County",2020-05-27
QMT95332,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-22
QMT95344,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-26
QMT95356,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-02
QMT95368,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-02
QMT95380,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-27
QMT95392,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-29
QMT95404,1273,surface glycoprotein,"USA: Washington,Thurston County",2020-05-27
QMT95416,1273,surface glycoprotein,"USA: Washington,Spokane County",2020-05-27
QMT95440,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-29
QMT95452,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-01
QMT95464,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-03
QMT95476,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-26
QMT95488,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-02
QMT95500,1273,surface glycoprotein,"USA: Washington,Spokane County",2020-05-28
QMT95512,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-29
QMT95524,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-29
QMT95536,1273,surface glycoprotein,"USA: Washington,Whatcom County",2020-05-27
QMT95548,1273,surface glycoprotein,"USA: Washington,Whatcom County",2020-05-29
QMT95560,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-02
QMT95572,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-29
QMT95584,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-27
QMT95596,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-29
QMT95608,1273,surface glycoprotein,"USA: Washington,Spokane County",2020-05-27
QMT95620,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-22
QMT95632,1273,surface glycoprotein,"USA: Washington,Thurston County",2020-05-27
QMT95680,1273,surface glycoprotein,"USA: Washington,Spokane County",2020-05-27
QMT95692,1273,surface glycoprotein,"USA: Washington,Thurston County",2020-05-27
QMT95704,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-02
QMT95716,1273,surface glycoprotein,"USA: Washington,Spokane County",2020-05-26
QMT95728,1273,surface glycoprotein,"USA: Washington,Spokane County",2020-06-02
QMT95752,1273,surface glycoprotein,"USA: Washington,Spokane County",2020-05-27
QMT95776,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-29
QMT95788,1273,surface glycoprotein,"USA: Washington,Spokane County",2020-05-27
QMT95800,1273,surface glycoprotein,"USA: Washington,Spokane County",2020-06-02
QMT95824,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-21
QMT95836,1273,surface glycoprotein,"USA: Washington,Mason County",2020-06-01
QMT95860,1273,surface glycoprotein,"USA: Washington,Spokane County",2020-05-26
QMT95884,1273,surface glycoprotein,"USA: Washington,Spokane County",2020-05-28
QMT95896,1273,surface glycoprotein,"USA: Washington,Spokane County",2020-05-27
QMT95908,1273,surface glycoprotein,"USA: Washington,Spokane County",2020-05-28
QMT95920,1273,surface glycoprotein,"USA: Washington,Spokane County",2020-05-26
QMT95932,1273,surface glycoprotein,"USA: Washington,Whatcom County",2020-05-27
QMT95944,1273,surface glycoprotein,"USA: Washington,Spokane County",2020-05-27
QMT95956,1273,surface glycoprotein,"USA: Washington,Spokane County",2020-05-27
QMT95968,1273,surface glycoprotein,"USA: Washington,Spokane County",2020-05-27
QMT95980,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-27
QMT27628,1273,surface glycoprotein,"USA: Washington,King County",2020-03-08
QMS51434,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-21
QMS51446,1273,surface glycoprotein,"USA: Washington,Whatcom County",2020-05-19
QMS51458,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-21
QMS51482,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-18
QMS51494,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-22
QMS51506,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-13
QMS51518,1273,surface glycoprotein,"USA: Washington,King County",2020-05-06
QMS51530,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-13
QMS51542,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-21
QMS51554,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-19
QMS51566,1273,surface glycoprotein,"USA: Washington,Franklin County",2020-05-14
QMS51578,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-14
QMS51601,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-19
QMS51613,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-13
QMS51625,1273,surface glycoprotein,"USA: Washington,Pierce County",2020-05-14
QMS51637,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-19
QMS51649,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-14
QMS51661,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-13
QMS51673,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-14
QMS51685,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-13
QMS51697,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-20
QMS51709,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-13
QMS51721,1273,surface glycoprotein,"USA: Washington,Pierce County",2020-05-11
QMS51733,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-13
QMS51745,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-19
QMS51757,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-20
QMS51769,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-14
QMS51781,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-13
QMS51793,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-17
QMS51805,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-15
QMS51817,1273,surface glycoprotein,"USA: Washington,Pierce County",2020-05-21
QMS51829,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-09
QMS51841,1273,surface glycoprotein,"USA: Washington,Pierce County",2020-05-21
QMS51853,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-11
QMS51865,1273,surface glycoprotein,"USA: Washington,Franklin County",2020-05-14
QMS51877,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-19
QMS51889,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-15
QMS51901,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-12
QMS51913,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-14
QMS51925,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-05-19
QMS51937,1273,surface glycoprotein,"USA: Washington,Franklin County",2020-05-13
QMS51949,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-15
QMS51961,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-13
QMS51985,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-18
QMS51997,1273,surface glycoprotein,"USA: Washington,Whatcom County",2020-05-19
QMS52009,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-13
QMS52021,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-21
QMS52033,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-12
QMS52045,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-21
QMS52069,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-13
QMS52081,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-15
QMS52093,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-12
QMS52105,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-11
QMS52117,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-14
QMS52129,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-11
QMS52141,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-09
QMS52153,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-05-19
QMS52165,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-17
QMS52177,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-08
QMS52189,1273,surface glycoprotein,"USA: Washington,Pierce County",2020-05-09
QMS52201,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-15
QMS52213,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-15
QMS52225,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-18
QMS52237,1273,surface glycoprotein,"USA: Washington,Pierce County",2020-05-14
QMS52249,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-17
QMS52261,1273,surface glycoprotein,"USA: Washington,Whatcom County",2020-05-16
QMS52273,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-12
QMS52285,1273,surface glycoprotein,"USA: Washington,Pierce County",2020-05-18
QMS52297,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-14
QMS52309,1273,surface glycoprotein,"USA: Washington,Spokane County",2020-05-19
QMS52321,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-15
QMS52333,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-05-22
QMS52345,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-05-19
QMS52357,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-12
QMS52369,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-19
QMS52381,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-19
QMS52393,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-13
QMS52405,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-11
QMS52417,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-08
QMS52429,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-13
QMS52441,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-08
QMS52453,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-12
QMS52465,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-07
QMS52477,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-14
QMS52489,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-09
QMS52501,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-13
QMS52513,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-20
QMS52525,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-05-15
QMS52537,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-19
QMS52549,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-14
QMS52561,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-09
QMS52573,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-18
QMS52585,1273,surface glycoprotein,"USA: Washington,Walla Walla County",2020-05-07
QMS52597,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-19
QMS52609,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-12
QMS52621,1273,surface glycoprotein,"USA: Washington,Franklin County",2020-05-13
QMS52633,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-13
QMS52645,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-08
QMS52668,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-13
QMS52680,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-05-19
QMS52692,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-13
QMS52704,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-05-15
QMS52716,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-13
QMS52728,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-05-19
QMS52740,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-18
QMS52752,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-18
QMS52764,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-12
QMS52776,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-13
QMS52788,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-09
QMS52800,1273,surface glycoprotein,"USA: Washington,Spokane County",2020-05-20
QMS52812,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-12
QMS52824,1273,surface glycoprotein,"USA: Washington,Whatcom County",2020-05-19
QMS52836,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-21
QMS52859,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-15
QMS52883,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-21
QMS52895,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-14
QMS52907,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-05-15
QMS52919,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-10
QMS52931,1273,surface glycoprotein,"USA: Washington,Pierce County",2020-05-11
QMS52955,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-09
QMS52967,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-16
QMS52979,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-18
QMS52991,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-19
QMS53003,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-15
QMS53015,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-16
QMS53027,1273,surface glycoprotein,"USA: Washington,Whatcom County",2020-05-13
QMS53039,1273,surface glycoprotein,"USA: Washington,Spokane County",2020-05-19
QMS53051,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-21
QMS53075,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-18
QMS53087,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-14
QMS53099,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-17
QMS53111,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-12
QMS53135,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-05-19
QMS53147,1273,surface glycoprotein,"USA: Washington,King County",2020-05-05
QMS53171,1273,surface glycoprotein,"USA: Washington,King County",2020-05-13
QMS53183,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-18
QMS53195,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-21
QMS53207,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-11
QMS53219,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-11
QMS53231,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-19
QMS53243,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-21
QMS53255,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-11
QMS53267,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-05-19
QMS53279,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-18
QMS53291,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-19
QMS53303,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-18
QMS53315,1273,surface glycoprotein,"USA: Washington,Whatcom County",2020-05-13
QMS53327,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-10
QMS53339,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-18
QMS53351,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-05-19
QMS53363,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-11
QMS53375,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-21
QMS53387,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-18
QMS53399,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-15
QMS53411,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-17
QMS53435,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-11
QMS53447,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-05-19
QMS53459,1273,surface glycoprotein,"USA: Washington,Spokane County",2020-05-21
QMS53471,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-05
QMS53483,1273,surface glycoprotein,"USA: Washington,Pierce County",2020-05-14
QMS53495,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-05-11
